domain,path,label,dim
www.imaginites.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.imaginites.com,entertainment,2560
www.imcmusic.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.imcmusic.net,entertainment,2560
www.imedianetworks.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.imedianetworks.com,entertainment,2560
www.imperialteen.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.imperialteen.com,entertainment,2560
www.improvbandits.co.nz,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.improvbandits.co.nz,entertainment,2560
www.improveverywhere.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.improveverywhere.com,entertainment,2560
www.in70mm.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.in70mm.com,entertainment,2560
www.ina-festivaldecannes.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.ina-festivaldecannes.com,entertainment,2560
www.indydancers.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.indydancers.com,entertainment,2560
www.injam.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.injam.com,entertainment,2560
www.inkspots.ca,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.inkspots.ca,entertainment,2560
www.inmusicwetrust.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.inmusicwetrust.com,entertainment,2560
www.innerfield.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.innerfield.co.uk,entertainment,2560
www.innermind.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.innermind.com,entertainment,2560
www.insomniacmagazine.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.insomniacmagazine.com,entertainment,2560
www.internationalmusiccamp.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.internationalmusiccamp.com,entertainment,2560
www.internetgreetings.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.internetgreetings.com,entertainment,2560
www.inthebuff.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.inthebuff.org,entertainment,2560
www.invisible-movement.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.invisible-movement.net,entertainment,2560
www.iridianradio.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.iridianradio.com,entertainment,2560
www.irietime.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.irietime.com,entertainment,2560
www.isebastiani.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.isebastiani.com,entertainment,2560
www.itdentertainment.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.itdentertainment.com,entertainment,2560
www.itsamike.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.itsamike.com,entertainment,2560
www.itsmypartyonline.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.itsmypartyonline.com,entertainment,2560
www.jackiekcooper.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jackiekcooper.com,entertainment,2560
www.jacksonbrowne.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jacksonbrowne.com,entertainment,2560
www.jacksonfilm.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jacksonfilm.co.uk,entertainment,2560
www.jahworks.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jahworks.org,entertainment,2560
www.jakethis.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jakethis.com,entertainment,2560
www.jakobdylan.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jakobdylan.com,entertainment,2560
www.jameswatson.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jameswatson.net,entertainment,2560
www.jamirotalk.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jamirotalk.net,entertainment,2560
www.jamminfm.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jamminfm.com,entertainment,2560
www.jamminonthehammond.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jamminonthehammond.com,entertainment,2560
www.janetjacksonflash.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.janetjacksonflash.com,entertainment,2560
www.jarodsafehouse.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jarodsafehouse.com,entertainment,2560
www.jasonwilsonmusic.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jasonwilsonmusic.com,entertainment,2560
www.jaydonaldson.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jaydonaldson.com,entertainment,2560
www.jayfarrar.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jayfarrar.net,entertainment,2560
www.jayrecords.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jayrecords.com,entertainment,2560
www.jazztrek.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jazztrek.com,entertainment,2560
www.jazzweekly.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jazzweekly.com,entertainment,2560
www.jeanbeauvoir.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeanbeauvoir.com,entertainment,2560
www.jeeto.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeeto.com,entertainment,2560
www.jeffcapri.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeffcapri.com,entertainment,2560
www.jeffcardoni.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeffcardoni.com,entertainment,2560
www.jeffersonbluesmag.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeffersonbluesmag.com,entertainment,2560
www.jeffgoldstein.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeffgoldstein.com,entertainment,2560
www.jeffisfunny.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeffisfunny.com,entertainment,2560
www.jeremyelwood.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jeremyelwood.com,entertainment,2560
www.jerseybeat.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jerseybeat.com,entertainment,2560
www.jessecook.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jessecook.com,entertainment,2560
www.jesterjim.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jesterjim.com,entertainment,2560
www.jetifilms.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jetifilms.com,entertainment,2560
www.jimhillmedia.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jimhillmedia.com,entertainment,2560
www.jimmysdown.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jimmysdown.com,entertainment,2560
www.jimmytingle.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jimmytingle.com,entertainment,2560
www.jimsteinman.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jimsteinman.com,entertainment,2560
www.jinglesalltheway.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jinglesalltheway.com,entertainment,2560
www.jj-archive.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jj-archive.net,entertainment,2560
www.jnproductions.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jnproductions.com,entertainment,2560
www.joburocks.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joburocks.com,entertainment,2560
www.jodywatley.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jodywatley.net,entertainment,2560
www.joebub.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joebub.com,entertainment,2560
www.joecoppoletta.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joecoppoletta.com,entertainment,2560
www.joelozborn.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joelozborn.com,entertainment,2560
www.joenipote.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joenipote.com,entertainment,2560
www.joeyandgina.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joeyandgina.com,entertainment,2560
www.johnallen007.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnallen007.com,entertainment,2560
www.johndevlin.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johndevlin.net,entertainment,2560
www.johnflynn.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnflynn.net,entertainment,2560
www.johnmartyn.info,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnmartyn.info,entertainment,2560
www.johnmcferrinmusicreviews.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnmcferrinmusicreviews.org,entertainment,2560
www.johnnycarson.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnnycarson.com,entertainment,2560
www.johnnyclegg.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnnyclegg.com,entertainment,2560
www.johnnymannsingers.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnnymannsingers.com,entertainment,2560
www.johnnytillotson.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.johnnytillotson.com,entertainment,2560
www.jokeland.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jokeland.com,entertainment,2560
www.jolson.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jolson.org,entertainment,2560
www.jonathanrhodes.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jonathanrhodes.com,entertainment,2560
www.jonernst.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jonernst.com,entertainment,2560
www.jongleurs.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jongleurs.com,entertainment,2560
www.jonreep.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jonreep.com,entertainment,2560
www.jorjafox.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jorjafox.net,entertainment,2560
www.josephwicks.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.josephwicks.com,entertainment,2560
www.joshclayton.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joshclayton.com,entertainment,2560
www.joshjarmanthemovie.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joshjarmanthemovie.com,entertainment,2560
www.joss-stone.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.joss-stone.net,entertainment,2560
www.jps.com.au,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jps.com.au,entertainment,2560
www.jscinemas.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jscinemas.com,entertainment,2560
www.jso-hannover.de,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jso-hannover.de,entertainment,2560
www.judyhenske.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.judyhenske.com,entertainment,2560
www.jugglegood.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jugglegood.com,entertainment,2560
www.juilliard.edu,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.juilliard.edu,entertainment,2560
www.jukeboxheroeslive.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.jukeboxheroeslive.com,entertainment,2560
www.juliangibbs.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.juliangibbs.com,entertainment,2560
www.julianrhind-tutt.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.julianrhind-tutt.co.uk,entertainment,2560
www.juliemccrossin.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.juliemccrossin.com,entertainment,2560
www.juneangela.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.juneangela.com,entertainment,2560
www.juneausymphony.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.juneausymphony.org,entertainment,2560
www.junkiesfan.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.junkiesfan.com,entertainment,2560
www.junkmagnet.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.junkmagnet.com,entertainment,2560
www.junoon.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.junoon.com,entertainment,2560
www.justabuzz.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.justabuzz.com,entertainment,2560
www.justforactors.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.justforactors.com,entertainment,2560
www.justonmckinney.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.justonmckinney.com,entertainment,2560
www.juwannamann.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.juwannamann.com,entertainment,2560
www.kahumoku.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kahumoku.com,entertainment,2560
www.kajacircle.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kajacircle.com,entertainment,2560
www.kalmenson.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kalmenson.com,entertainment,2560
www.kalvan.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kalvan.net,entertainment,2560
www.kamen.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kamen.com,entertainment,2560
www.karaokescene.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.karaokescene.com,entertainment,2560
www.karenlynngorney.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.karenlynngorney.com,entertainment,2560
www.karenmills.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.karenmills.com,entertainment,2560
www.karlmohr.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.karlmohr.com,entertainment,2560
www.karloff.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.karloff.com,entertainment,2560
www.katebushnews.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.katebushnews.com,entertainment,2560
www.kathyburke.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kathyburke.co.uk,entertainment,2560
www.katparsons.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.katparsons.com,entertainment,2560
www.kattshea.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kattshea.com,entertainment,2560
www.kbrx.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kbrx.com,entertainment,2560
www.kcts9.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kcts9.org,entertainment,2560
www.kdat.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kdat.com,entertainment,2560
www.kdok.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kdok.com,entertainment,2560
www.keithcase.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.keithcase.com,entertainment,2560
www.keithjohnstone.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.keithjohnstone.com,entertainment,2560
www.kellimaroney.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kellimaroney.com,entertainment,2560
www.kelticdead.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kelticdead.com,entertainment,2560
www.kenevey.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kenevey.com,entertainment,2560
www.kenpringle.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kenpringle.com,entertainment,2560
www.keokitrask.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.keokitrask.com,entertainment,2560
www.kevincronin.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kevincronin.com,entertainment,2560
www.kevinhearn.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kevinhearn.com,entertainment,2560
www.kevinmontgomery.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kevinmontgomery.com,entertainment,2560
www.kgandtheranger.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kgandtheranger.com,entertainment,2560
www.khalid-edition.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.khalid-edition.com,entertainment,2560
www.kidkoala.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kidkoala.com,entertainment,2560
www.kidlunch.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kidlunch.com,entertainment,2560
www.kidshollywood.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kidshollywood.com,entertainment,2560
www.kidsncomedy.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kidsncomedy.com,entertainment,2560
www.kidsongs.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kidsongs.com,entertainment,2560
www.kielbasakings.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kielbasakings.com,entertainment,2560
www.killerbeaz.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.killerbeaz.com,entertainment,2560
www.killermontstreet.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.killermontstreet.net,entertainment,2560
www.kilmartin.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kilmartin.com,entertainment,2560
www.kimnewport.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kimnewport.com,entertainment,2560
www.kimock.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kimock.com,entertainment,2560
www.kinglaoghaire.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kinglaoghaire.com,entertainment,2560
www.kingsofar.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kingsofar.com,entertainment,2560
www.kingssingers.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kingssingers.com,entertainment,2560
www.kirkdubb.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kirkdubb.com,entertainment,2560
www.kirsten-dunst.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kirsten-dunst.org,entertainment,2560
www.kiss951.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kiss951.com,entertainment,2560
www.kissinuk.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kissinuk.com,entertainment,2560
www.kithfan.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kithfan.org,entertainment,2560
www.kitka.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kitka.org,entertainment,2560
www.kitleyskrypt.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kitleyskrypt.com,entertainment,2560
www.kittygirlvintage.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kittygirlvintage.com,entertainment,2560
www.kitusai.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kitusai.com,entertainment,2560
www.kjartan.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kjartan.co.uk,entertainment,2560
www.kjlhradio.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kjlhradio.com,entertainment,2560
www.kjzz.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kjzz.com,entertainment,2560
www.kkdy.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kkdy.com,entertainment,2560
www.kktx.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kktx.com,entertainment,2560
www.klezmatics.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.klezmatics.com,entertainment,2560
www.klezmerband.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.klezmerband.com,entertainment,2560
www.klezmershack.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.klezmershack.com,entertainment,2560
www.kmfdm.net,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kmfdm.net,entertainment,2560
www.kmusic.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kmusic.co.uk,entertainment,2560
www.kmvt15.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kmvt15.org,entertainment,2560
www.komedia.co.uk,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.komedia.co.uk,entertainment,2560
www.koshercomedy.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.koshercomedy.com,entertainment,2560
www.kpoa.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kpoa.com,entertainment,2560
www.kqms.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kqms.com,entertainment,2560
www.krro.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.krro.com,entertainment,2560
www.kshe95.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kshe95.com,entertainment,2560
www.ktel.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.ktel.com,entertainment,2560
www.ktsf.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.ktsf.com,entertainment,2560
www.kudzukings.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kudzukings.com,entertainment,2560
www.kvba.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kvba.org,entertainment,2560
www.kvvp.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kvvp.com,entertainment,2560
www.kwbg.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.kwbg.com,entertainment,2560
www.laapa.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.laapa.com,entertainment,2560
www.labia.co.za,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.labia.co.za,entertainment,2560
www.labproductions.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.labproductions.com,entertainment,2560
www.lackerschmid.de,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lackerschmid.de,entertainment,2560
www.lackluster.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lackluster.org,entertainment,2560
www.lafcpug.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lafcpug.org,entertainment,2560
www.lafirma.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lafirma.com,entertainment,2560
www.lambertville-music-circus.org,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lambertville-music-circus.org,entertainment,2560
www.langleyukes.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.langleyukes.com,entertainment,2560
www.lanzalegend.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lanzalegend.com,entertainment,2560
www.laphc.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.laphc.com,entertainment,2560
www.laproductions.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.laproductions.com,entertainment,2560
www.larryjoetaylor.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.larryjoetaylor.com,entertainment,2560
www.larrythecableguy.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.larrythecableguy.com,entertainment,2560
www.last.fm,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.last.fm,entertainment,2560
www.lastcallrecords.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lastcallrecords.com,entertainment,2560
www.lasvegasdancesport.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.lasvegasdancesport.com,entertainment,2560
www.latindance.com,C:\Users\gaura\OneDrive\Desktop\Project\data\Entertainment_Venues_Activities\www.latindance.com,entertainment,2560
